id,price
bawang-merah/di yogyakarta/2024-11-11,46.69
bawang-merah/di yogyakarta/2024-11-12,43.0
bawang-merah/di yogyakarta/2024-11-13,42.32
bawang-merah/di yogyakarta/2024-11-14,41.24
bawang-merah/di yogyakarta/2024-11-15,43.6
bawang-merah/di yogyakarta/2024-11-16,37.46
bawang-merah/di yogyakarta/2024-11-17,38.29
bawang-merah/di yogyakarta/2024-11-18,45.59
bawang-merah/di yogyakarta/2024-11-19,36.33
bawang-merah/di yogyakarta/2024-11-20,41.31
bawang-merah/di yogyakarta/2024-11-21,45.17
bawang-merah/di yogyakarta/2024-11-22,43.18
bawang-merah/di yogyakarta/2024-11-23,39.34
bawang-merah/di yogyakarta/2024-11-24,30.33
bawang-merah/di yogyakarta/2024-11-25,47.34
bawang-merah/di yogyakarta/2024-11-26,44.06
bawang-merah/di yogyakarta/2024-11-27,38.77
bawang-merah/di yogyakarta/2024-11-28,41.48
bawang-merah/di yogyakarta/2024-11-29,48.7
bawang-merah/di yogyakarta/2024-11-30,45.99
bawang-merah/di yogyakarta/2024-12-01,24.02
bawang-merah/di yogyakarta/2024-12-02,44.25
bawang-merah/di yogyakarta/2024-12-03,38.81
bawang-merah/di yogyakarta/2024-12-04,46.52
bawang-merah/di yogyakarta/2024-12-05,45.06
bawang-merah/di yogyakarta/2024-12-06,47.67
bawang-merah/di yogyakarta/2024-12-07,40.51
bawang-merah/di yogyakarta/2024-12-08,17.1
bawang-merah/di yogyakarta/2024-12-09,42.17
bawang-merah/di yogyakarta/2024-12-10,45.44
bawang-merah/di yogyakarta/2024-12-11,46.75
bawang-merah/di yogyakarta/2024-12-12,33.86
bawang-merah/di yogyakarta/2024-12-13,39.09
bawang-merah/di yogyakarta/2024-12-14,41.14
bawang-merah/di yogyakarta/2024-12-15,37.28
bawang-merah/di yogyakarta/2024-12-16,43.71
bawang-merah/di yogyakarta/2024-12-17,41.05
bawang-merah/di yogyakarta/2024-12-18,48.46
bawang-merah/di yogyakarta/2024-12-19,46.47
bawang-merah/di yogyakarta/2024-12-20,45.21
bawang-merah/di yogyakarta/2024-12-21,38.41
bawang-merah/di yogyakarta/2024-12-22,36.49
bawang-merah/di yogyakarta/2024-12-23,51.21
bawang-merah/di yogyakarta/2024-12-24,41.84
bawang-merah/di yogyakarta/2024-12-25,37.83
bawang-merah/di yogyakarta/2024-12-26,43.94
bawang-merah/di yogyakarta/2024-12-27,56.31
bawang-merah/di yogyakarta/2024-12-28,44.99
bawang-merah/di yogyakarta/2024-12-29,39.08
bawang-merah/di yogyakarta/2024-12-30,40.51
bawang-merah/di yogyakarta/2024-12-31,46.42
bawang-merah/dki jakarta/2024-10-01,46.94
bawang-merah/dki jakarta/2024-10-02,44.99
bawang-merah/dki jakarta/2024-10-03,42.37
bawang-merah/dki jakarta/2024-10-04,40.93
bawang-merah/dki jakarta/2024-10-05,39.24
bawang-merah/dki jakarta/2024-10-06,41.61
bawang-merah/dki jakarta/2024-10-07,41.52
bawang-merah/dki jakarta/2024-10-08,50.23
bawang-merah/dki jakarta/2024-10-09,47.78
bawang-merah/dki jakarta/2024-10-10,51.27
bawang-merah/dki jakarta/2024-10-11,47.04
bawang-merah/dki jakarta/2024-10-12,46.58
bawang-merah/dki jakarta/2024-10-13,44.08
bawang-merah/dki jakarta/2024-10-14,46.64
bawang-merah/dki jakarta/2024-10-15,43.56
bawang-merah/dki jakarta/2024-10-16,40.49
bawang-merah/dki jakarta/2024-10-17,42.89
bawang-merah/dki jakarta/2024-10-18,44.7
bawang-merah/dki jakarta/2024-10-19,42.88
bawang-merah/dki jakarta/2024-10-20,44.74
bawang-merah/dki jakarta/2024-10-21,48.87
bawang-merah/dki jakarta/2024-10-22,46.21
bawang-merah/dki jakarta/2024-10-23,39.62
bawang-merah/dki jakarta/2024-10-24,46.98
bawang-merah/dki jakarta/2024-10-25,40.35
bawang-merah/dki jakarta/2024-10-26,47.51
bawang-merah/dki jakarta/2024-10-27,40.96
bawang-merah/dki jakarta/2024-10-28,48.95
bawang-merah/dki jakarta/2024-10-29,48.09
bawang-merah/dki jakarta/2024-10-30,51.23
bawang-merah/dki jakarta/2024-10-31,45.99
bawang-merah/dki jakarta/2024-11-01,50.29
bawang-merah/dki jakarta/2024-11-02,48.71
bawang-merah/dki jakarta/2024-11-03,46.17
bawang-merah/dki jakarta/2024-11-04,44.86
bawang-merah/dki jakarta/2024-11-05,47.25
bawang-merah/dki jakarta/2024-11-06,45.46
bawang-merah/dki jakarta/2024-11-07,47.82
bawang-merah/dki jakarta/2024-11-08,40.2
bawang-merah/dki jakarta/2024-11-09,49.23
bawang-merah/dki jakarta/2024-11-10,36.07
bawang-merah/dki jakarta/2024-11-11,50.83
bawang-merah/dki jakarta/2024-11-12,44.36
bawang-merah/dki jakarta/2024-11-13,49.64
bawang-merah/dki jakarta/2024-11-14,42.99
bawang-merah/dki jakarta/2024-11-15,53.86
bawang-merah/dki jakarta/2024-11-16,42.24
bawang-merah/dki jakarta/2024-11-17,46.02
bawang-merah/dki jakarta/2024-11-18,44.67
bawang-merah/dki jakarta/2024-11-19,43.21
bawang-merah/dki jakarta/2024-11-20,45.53
bawang-merah/dki jakarta/2024-11-21,40.51
bawang-merah/dki jakarta/2024-11-22,43.97
bawang-merah/dki jakarta/2024-11-23,43.59
bawang-merah/dki jakarta/2024-11-24,44.27
bawang-merah/dki jakarta/2024-11-25,44.79
bawang-merah/dki jakarta/2024-11-26,42.47
bawang-merah/dki jakarta/2024-11-27,43.26
bawang-merah/dki jakarta/2024-11-28,46.62
bawang-merah/dki jakarta/2024-11-29,45.95
bawang-merah/dki jakarta/2024-11-30,49.33
bawang-merah/dki jakarta/2024-12-01,46.09
bawang-merah/dki jakarta/2024-12-02,51.28
bawang-merah/dki jakarta/2024-12-03,44.16
bawang-merah/dki jakarta/2024-12-04,48.72
bawang-merah/dki jakarta/2024-12-05,47.04
bawang-merah/dki jakarta/2024-12-06,48.63
bawang-merah/dki jakarta/2024-12-07,50.12
bawang-merah/dki jakarta/2024-12-08,50.18
bawang-merah/dki jakarta/2024-12-09,50.51
bawang-merah/dki jakarta/2024-12-10,46.91
bawang-merah/dki jakarta/2024-12-11,46.69
bawang-merah/dki jakarta/2024-12-12,46.52
bawang-merah/dki jakarta/2024-12-13,49.54
bawang-merah/dki jakarta/2024-12-14,45.06
bawang-merah/dki jakarta/2024-12-15,46.75
bawang-merah/dki jakarta/2024-12-16,45.1
bawang-merah/dki jakarta/2024-12-17,46.86
bawang-merah/dki jakarta/2024-12-18,52.24
bawang-merah/dki jakarta/2024-12-19,48.25
bawang-merah/dki jakarta/2024-12-20,51.75
bawang-merah/dki jakarta/2024-12-21,47.0
bawang-merah/dki jakarta/2024-12-22,44.17
bawang-merah/dki jakarta/2024-12-23,48.73
bawang-merah/dki jakarta/2024-12-24,46.7
bawang-merah/dki jakarta/2024-12-25,51.13
bawang-merah/dki jakarta/2024-12-26,45.17
bawang-merah/dki jakarta/2024-12-27,47.6
bawang-merah/dki jakarta/2024-12-28,51.31
bawang-merah/dki jakarta/2024-12-29,46.14
bawang-merah/dki jakarta/2024-12-30,54.31
bawang-merah/dki jakarta/2024-12-31,47.13
bawang-merah/gorontalo/2023-07-04,0.0
bawang-merah/gorontalo/2023-07-05,-0.0
bawang-merah/gorontalo/2023-07-06,0.0
bawang-merah/gorontalo/2023-07-07,-0.0
bawang-merah/gorontalo/2023-07-08,0.0
bawang-merah/gorontalo/2023-07-09,0.0
bawang-merah/gorontalo/2023-07-10,-0.0
bawang-merah/gorontalo/2023-07-11,0.0
bawang-merah/gorontalo/2023-07-12,-0.0
bawang-merah/gorontalo/2023-07-13,0.13
bawang-merah/gorontalo/2023-07-14,-0.0
bawang-merah/gorontalo/2023-07-15,0.0
bawang-merah/gorontalo/2023-07-16,0.0
bawang-merah/gorontalo/2023-07-17,-0.0
bawang-merah/gorontalo/2023-07-18,0.0
bawang-merah/gorontalo/2023-07-19,-0.0
bawang-merah/gorontalo/2023-07-20,0.0
bawang-merah/gorontalo/2023-07-21,-0.0
bawang-merah/gorontalo/2023-07-22,0.0
bawang-merah/gorontalo/2023-07-23,0.0
bawang-merah/gorontalo/2023-07-24,-0.0
bawang-merah/gorontalo/2023-07-25,0.0
bawang-merah/gorontalo/2023-07-26,-0.0
bawang-merah/gorontalo/2023-07-27,0.0
bawang-merah/gorontalo/2023-07-28,-0.0
bawang-merah/gorontalo/2023-07-29,0.0
bawang-merah/gorontalo/2023-07-30,0.0
bawang-merah/gorontalo/2023-07-31,-0.0
bawang-merah/gorontalo/2023-08-01,0.0
bawang-merah/gorontalo/2023-08-02,-0.0
bawang-merah/gorontalo/2023-08-03,0.0
bawang-merah/gorontalo/2023-08-04,-0.0
bawang-merah/gorontalo/2023-08-05,0.0
bawang-merah/gorontalo/2023-08-06,0.0
bawang-merah/gorontalo/2023-08-07,-0.0
bawang-merah/gorontalo/2023-08-08,0.0
bawang-merah/gorontalo/2023-08-09,-0.0
bawang-merah/gorontalo/2023-08-10,0.0
bawang-merah/gorontalo/2023-08-11,-0.0
bawang-merah/gorontalo/2023-08-12,0.0
bawang-merah/gorontalo/2023-08-13,0.0
bawang-merah/gorontalo/2023-08-14,-0.0
bawang-merah/gorontalo/2023-08-15,0.0
bawang-merah/gorontalo/2023-08-16,-0.0
bawang-merah/gorontalo/2023-08-17,0.0
bawang-merah/gorontalo/2023-08-18,-0.0
bawang-merah/gorontalo/2023-08-19,0.0
